,champion,spell1,spell2,win,kills,deaths,assists,totalDamageDealt,item0,item1,item2,item3,item4,item5,item6,perk0,perk1,perk2,perk3,perk4,perk5,statPerk0,statPerk1,statPerk2,championName
4962,18,14,4,False,1,9,8,128225,6673,2421,1038,3033,1037,3006,3363,9923,8139,8138,8105,8446,8451,5005,5008,5003,Tristana
4963,21,3,4,False,6,5,11,170136,3036,3508,1038,6672,3006,1018,3363,8005,8009,9103,8014,8134,8139,5005,5008,5002,MissFortune
4964,40,4,7,False,2,6,13,12786,3190,3107,3853,2055,3158,0,3364,8465,8463,8444,8453,8136,8134,5008,5002,5001,Janna
4965,24,12,4,True,4,7,8,192638,3071,3091,0,6632,3047,3181,3340,8010,9111,9104,8299,8304,8352,5005,5008,5002,Jax
4966,141,4,11,True,12,7,6,169629,3035,3158,6693,6695,3042,0,3364,8128,8143,8138,8134,8210,8236,5008,5008,5002,Kayn
4967,50,4,14,True,7,3,7,127547,1056,6653,3020,3157,3165,2055,3340,8112,8126,8138,8106,8009,9105,5005,5008,5002,Swain
4968,202,7,4,True,5,5,11,154446,3006,3142,6671,3035,3070,3086,3363,8128,8139,8138,8134,8009,9103,5008,5008,5002,Jhin
4969,43,3,4,True,3,8,14,36194,3853,6617,3011,2055,3114,3158,3364,8229,8275,8210,8237,8345,8347,5008,5008,5003,Karma
4970,23,6,4,True,3,6,5,65851,1054,6672,3086,3006,3133,0,3364,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
4971,79,11,4,True,4,4,7,100669,2424,6655,3020,3108,1082,3191,3364,8124,8143,8138,8134,8313,8347,5005,5008,5002,Gragas
4972,157,14,4,True,9,0,3,142910,6673,1054,3086,3006,3031,1029,3364,8010,9111,9104,8299,8444,8453,5005,5008,5003,Yasuo
4973,202,7,4,True,2,1,8,74955,2055,3070,3142,3006,6670,1055,3363,8128,8139,8138,8134,8009,9103,5008,5008,5002,Jhin
4974,16,3,4,True,0,0,11,7681,3853,3158,2055,6617,3114,0,3364,8214,8226,8234,8237,8444,8453,5008,5008,5002,Soraka
4975,164,12,14,False,6,4,3,72014,1036,1036,6632,6333,3047,1055,3340,8437,8401,8444,8242,8304,8345,5005,5008,5002,Camille
4976,76,11,4,False,4,2,3,119612,2031,3152,3157,3020,1082,1052,3364,8128,8143,8138,8105,8210,8232,5005,5008,5002,Nidalee
4977,68,14,4,False,0,3,0,80229,1056,3152,1052,0,3020,0,3363,8229,8275,8233,8237,8473,8451,5008,5008,5002,Rumble
4978,18,3,4,False,1,5,2,77658,6672,3006,3086,2055,1036,1036,3363,9923,8139,8138,8135,8009,9103,5005,5008,5002,Tristana
4979,43,3,4,False,0,4,3,20989,3853,2031,3011,2055,3158,1052,3364,8229,8275,8210,8237,8345,8347,5008,5008,5002,Karma
4980,104,4,12,False,0,5,5,171018,3123,3035,6673,3072,3047,1018,3363,8021,9101,9103,8299,8453,8473,5005,5008,5002,Graves
4981,30,11,4,False,7,6,6,182411,6653,3165,3157,3020,1082,2055,3364,8128,8126,8138,8106,8009,8014,5008,5008,5002,Karthus
4982,84,4,12,False,5,7,4,97068,3020,3152,3157,1052,1082,3916,3364,8124,8139,8138,8134,8444,8242,5008,5008,5002,Akali
4983,236,4,7,False,5,6,5,115769,3047,3036,6671,0,0,3508,3363,8005,8009,9103,8014,8345,8347,5005,5008,5002,Lucian
4984,117,14,4,False,3,7,10,20569,2055,3190,3853,3158,3011,3114,3364,8214,8226,8210,8237,8473,8453,5007,5008,5002,Lulu
4985,266,4,12,True,3,4,7,112678,1055,3133,6630,3123,3047,6333,3340,8010,9111,9104,8299,8444,8453,5008,5008,5003,Aatrox
4986,56,11,4,True,6,2,14,175218,6631,0,0,3026,3053,3158,3363,8008,9111,9104,8014,8143,8106,5005,5008,5002,Nocturne
4987,62,4,14,True,13,7,4,127063,6630,6695,3748,3111,3053,0,3364,8010,9111,9105,8299,8446,8473,5008,5008,5003,MonkeyKing
4988,115,12,4,True,5,2,7,193690,3020,3916,3157,3040,6653,0,3363,8229,8226,8210,8236,8321,8304,5008,5008,5001,Ziggs
4989,267,4,7,True,4,5,13,7286,3011,3853,3158,4005,1082,0,3364,8112,8126,8136,8105,8453,8473,5008,5008,5002,Nami
4990,23,6,4,False,1,8,0,187318,6675,6672,0,3006,3086,0,3340,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
4991,876,11,4,False,4,5,6,201064,3108,4637,1082,6653,3067,3158,3364,8010,9111,9105,8299,8210,8232,5008,5008,5001,Lillia
4992,84,4,12,False,4,5,7,125381,3165,2420,4633,3020,1082,3135,3364,8010,8009,9105,8014,8451,8473,5008,5008,5003,Akali
4993,222,4,3,False,7,5,3,233353,3036,2055,3046,3006,3031,6672,3363,8008,9111,9104,8014,8236,8233,5005,5008,5001,Jinx
4994,43,4,14,False,1,8,8,27354,3853,3158,2055,3011,4005,3108,3364,8229,8226,8210,8236,8126,8135,5007,5008,5002,Karma
4995,6,12,4,True,4,3,12,191429,6692,2055,1055,3071,3047,3748,3340,8005,9111,9105,8299,8473,8242,5008,5008,5002,Urgot
4996,120,6,11,True,9,3,6,218621,6632,3158,3053,3065,3110,0,3364,8124,8143,8138,8134,8275,8234,5005,5008,5002,Hecarim
4997,202,7,4,True,11,3,9,271004,3009,6671,2031,3094,3031,3072,3363,8021,8009,9103,8014,8275,8236,5008,5008,5002,Jhin
4998,517,4,12,True,2,5,9,120471,2421,1058,6656,4629,3158,1082,3364,8010,8009,9105,8299,8304,8345,5008,5008,5003,Sylas
4999,235,3,4,True,5,3,17,38441,4643,3190,3864,3111,3071,3123,3364,8351,8304,8345,8410,8429,8453,5005,5008,5001,Senna
5000,104,4,12,True,2,9,4,183992,6673,3072,3047,3031,0,0,3364,8021,9111,9104,8014,8304,8345,5005,5008,5002,Graves
5001,246,4,11,True,15,2,8,243141,2420,6693,3142,3158,6695,6694,3364,8112,8143,8138,8134,8210,8232,5005,5008,5002,Qiyana
5002,7,14,4,True,7,3,11,125620,4629,6655,3157,1058,3020,0,3364,8112,8139,8138,8106,8226,8210,5005,5008,5003,Leblanc
5003,202,7,4,True,8,3,18,280146,3094,3036,6671,3031,1038,3009,3363,8021,8009,9103,8014,8345,8347,5008,5008,5002,Jhin
5004,40,4,3,True,5,1,23,39354,0,3853,2065,6616,3158,3011,3364,8214,8226,8233,8236,8138,8105,5008,5008,5002,Janna
5005,164,14,12,False,11,7,0,193481,6632,3074,1038,3047,3053,6333,3363,8437,8401,8444,8242,8304,8345,5008,5008,5002,Camille
5006,48,11,4,False,3,8,4,110228,3047,3053,0,1028,6632,3076,3364,8005,9111,9105,8299,8304,8347,5005,5008,5002,Trundle
5007,517,12,4,False,0,4,0,122083,6656,3157,2031,1056,3158,3916,3340,8021,9111,9105,8299,8345,8304,5008,5008,5002,Sylas
5008,523,7,4,False,4,9,2,250860,6673,3026,0,6676,3031,3006,3363,8010,9101,9103,8017,8233,8236,5005,5008,5002,Aphelios
5009,412,14,4,False,0,9,3,18064,3857,3024,2065,3158,3067,0,3364,8465,8463,8473,8242,8345,8352,5007,5002,5003,Thresh
5010,62,12,4,True,5,2,7,83932,3071,6632,3123,1036,3047,1054,3340,8010,9111,9105,8299,8473,8242,5005,5008,5002,MonkeyKing
5011,30,11,3,True,6,5,9,206087,3020,3135,3089,6653,1082,3916,3364,8128,8139,8138,8106,8009,8299,5008,5008,5003,Karthus
5012,238,14,4,True,4,7,5,68545,3142,6691,3123,3047,1036,1036,3364,8112,8139,8138,8106,8473,8451,5008,5008,5002,Zed
5013,81,7,4,True,12,4,9,172151,3078,3042,6609,3158,3110,1053,3340,8010,8009,9103,8299,8345,8304,5005,5008,5001,Ezreal
5014,497,4,14,True,3,6,15,23907,4643,3860,3011,3158,2065,0,3364,8465,8446,8473,8242,8106,8136,5007,5002,5003,Rakan
5015,106,4,12,False,3,4,8,118829,1056,3024,8001,3047,3076,6632,3340,8005,9111,9105,8299,8453,8473,5005,5008,5002,Volibear
5016,16,4,14,False,1,8,15,12974,3853,3158,1082,6617,3107,2055,3364,8214,8226,8210,8236,8473,8453,5007,5008,5002,Soraka
5017,39,4,14,False,4,5,5,130763,3051,3153,3047,6632,1057,1055,3364,8010,8009,9104,8299,8345,8347,5005,5008,5002,Irelia
5018,202,4,3,False,10,9,5,107996,3142,3094,6671,3123,0,3047,3363,8124,8139,8136,8134,8009,9103,5008,5008,5002,Jhin
5019,876,11,4,False,6,4,8,165783,3157,3158,4637,6653,3916,2055,3364,8124,8126,8138,8135,8313,8347,5005,5008,5001,Lillia
5020,164,12,4,True,6,6,4,73194,3044,3047,6333,1055,6632,1028,3340,8437,8401,8473,8451,8345,8304,5005,5008,5002,Camille
5021,104,4,11,True,7,4,10,210371,6673,2055,3047,3036,3072,1037,3364,8021,9111,9104,8014,8304,8321,5005,5008,5001,Graves
5022,157,4,14,True,6,8,9,197927,3006,1055,0,6673,3031,3033,3364,8010,9111,9104,8299,8473,8242,5005,5008,5002,Yasuo
5023,115,4,12,True,6,4,9,133691,1056,6653,1058,3020,3135,1058,3363,8229,8226,8210,8236,8009,8017,5008,5008,5002,Ziggs
5024,497,3,4,True,0,3,12,15950,0,2065,3860,1028,1029,3117,3364,8465,8463,8473,8242,8136,8106,5008,5008,5002,Rakan
5025,875,4,14,False,2,6,9,78530,3075,2031,6630,3047,1011,1055,3364,8010,9111,9104,8299,8444,8242,5005,5008,5002,Sett
5026,78,11,4,False,5,6,8,96672,3075,1028,0,3047,3066,3068,3364,8124,8126,8138,8134,9111,9105,5005,5008,5002,Poppy
5027,777,12,4,False,7,5,4,171595,1031,3006,6673,3086,3031,3133,3340,8010,9111,9104,8299,8473,8451,5005,5008,5002,Yone
5028,498,3,4,False,9,4,4,235398,3031,3072,1036,6672,3508,3006,3363,8008,9111,9103,8017,8139,8106,5005,5008,5003,Xayah
5029,99,7,4,False,2,4,10,36251,6655,2055,3853,3145,3020,1058,3364,8229,8226,8210,8237,8345,8347,5007,5008,5003,Lux
5030,122,4,6,False,3,5,0,68916,1055,3078,3044,0,3047,3076,3340,8010,9111,9104,8299,8473,8242,5005,5008,5002,Darius
5031,421,4,11,False,4,5,4,66635,1036,6693,2420,3134,1028,3047,3364,8010,9111,9104,8014,8275,8233,5005,5008,5002,RekSai
5032,711,4,14,False,3,6,5,53873,6655,2033,2421,3020,1052,0,3363,8112,8139,8138,8106,8345,8352,5005,5008,5002,Vex
5033,81,4,7,False,0,5,4,53831,3508,2031,0,3070,3158,3133,3363,8010,8009,9103,8014,8226,8210,5005,5008,5002,Ezreal
5034,43,4,3,False,4,7,6,29344,3853,3158,0,3916,4005,4642,3364,8229,8226,8210,8237,8313,8347,5007,5008,5001,Karma
5035,266,4,14,True,6,2,3,77057,3047,6630,3053,1054,0,0,3340,8010,9111,9105,8299,8242,8473,5005,5008,5002,Aatrox
5036,102,11,4,True,2,1,8,131647,3115,2031,4636,3020,0,0,3364,8128,8143,8138,8135,8210,8236,5005,5008,5002,Shyvana
5037,157,4,3,True,8,4,2,132016,1054,3006,6673,3033,1038,1018,3363,8010,9111,9104,8299,8473,8242,5005,5008,5002,Yasuo
5038,236,7,4,True,9,2,4,111885,1055,6671,3508,3006,1038,0,3340,8005,8009,9103,8014,8345,8304,5005,5008,5002,Lucian
5039,267,4,14,True,3,5,10,12301,2055,3853,3009,3504,4005,0,3364,8124,8126,8138,8105,8226,8237,5008,5008,5002,Nami
5040,67,3,4,False,2,6,1,48828,6672,1055,1036,1042,1036,3047,3363,8005,9111,9104,8014,8135,8139,5005,5008,5002,Vayne
5041,141,11,4,False,4,9,5,96413,1001,3142,6029,3004,0,0,3364,8010,9111,9105,8299,8143,8135,5008,5008,5002,Kayn
5042,63,4,14,False,8,13,4,72757,3157,1058,6653,1056,1001,1058,3340,8128,8139,8138,8135,8226,8210,5008,5008,5003,Brand
5043,222,3,4,False,3,7,2,86586,1055,6673,1037,3085,3047,0,3340,8008,8009,9103,8014,8304,8345,5005,5008,5002,Jinx
5044,25,4,14,False,2,9,5,11922,3853,2424,6653,3020,1029,0,3364,8229,8226,8210,8236,8313,8347,5007,5008,5003,Morgana
5045,119,4,21,True,7,5,7,138921,6676,1018,6673,3006,3508,1038,3340,8010,8009,9104,8014,8233,8236,5005,5008,5002,Draven
5046,56,11,4,True,5,2,3,147773,3044,6631,3158,1037,1028,0,3340,8008,9111,9104,8014,8106,8138,5005,5008,5002,Nocturne
5047,166,4,14,True,16,7,4,92957,6671,6676,3033,0,3006,1018,3363,8005,8009,9103,8014,8345,8352,5005,5008,5003,Akshan
5048,115,7,4,True,9,0,8,159819,4628,1058,1058,6655,3020,1056,3340,8229,8226,8210,8236,8345,8304,5008,5008,5002,Ziggs
5049,555,4,14,True,7,5,9,31019,6691,3857,3117,3179,3134,3133,3364,9923,8126,8136,8106,8242,8473,5008,5008,5002,Pyke
5050,27,12,4,False,7,4,2,118285,4637,4633,1011,1052,1026,3047,3340,8124,8139,8138,8134,8242,8444,5008,5003,5001,Singed
5051,64,4,11,False,2,9,2,75240,2031,6630,3067,1036,3047,0,3340,8010,9111,9105,8299,8304,8347,5005,5008,5002,LeeSin
5052,7,4,12,False,2,7,3,58370,2033,6653,3020,1026,1052,1082,3364,8112,8139,8136,8135,8226,8210,5005,5008,5002,Leblanc
5053,222,4,7,False,0,8,4,83298,3006,6672,3123,1042,0,0,3363,8008,8009,9103,8014,8139,8135,5005,5008,5002,Jinx
5054,37,4,3,False,2,11,4,16110,3853,3158,6617,3916,3070,1004,3364,8214,8226,8210,8236,8453,8429,5008,5008,5002,Sona
5055,6,4,12,True,8,3,1,148442,3181,2031,3071,3111,6692,1028,3340,8005,9111,9105,8299,8429,8451,5008,5008,5001,Urgot
5056,154,11,4,True,7,1,20,122876,2055,3075,3158,1082,3001,6662,3364,8439,8463,8429,8453,9111,9105,5007,5008,5002,Zac
5057,157,4,12,True,9,1,8,127919,3031,1036,3006,1054,6673,1038,3364,8010,9111,9104,8299,8429,8453,5005,5008,5003,Yasuo
5058,50,3,4,True,11,4,11,94233,3020,3157,6653,3165,1056,0,3363,8112,8126,8138,8134,8345,8313,5008,5008,5002,Swain
5059,497,14,4,True,4,4,19,21620,3860,0,3067,3011,4642,3158,3364,8465,8401,8473,8242,8136,8106,5008,5003,5002,Rakan
5060,17,14,4,True,10,3,10,132236,4633,1026,3157,3115,1082,3006,3363,8005,9111,9104,8014,8139,8135,5005,5008,5002,Teemo
5061,20,11,4,True,4,6,17,107899,3047,2031,3068,3075,0,1082,3364,8230,8275,8234,8232,8105,8136,5005,5008,5002,Nunu
5062,236,4,12,True,7,3,6,160845,3072,6672,3006,1055,3035,1018,3363,8005,8009,9103,8014,8304,8345,5005,5008,5002,Lucian
5063,222,4,3,True,14,5,9,123637,6673,3026,0,3085,3006,1038,3363,8008,8009,9103,8014,8233,8236,5005,5008,5002,Jinx
5064,412,4,14,True,1,6,21,17151,0,3190,3857,3117,3067,3024,3364,8439,8446,8473,8242,8105,8139,5005,5008,5002,Thresh
5065,79,4,12,False,2,7,5,79230,1056,3158,6655,3070,3067,3108,3340,8229,8226,8210,8236,8345,8347,5008,5008,5003,Gragas
5066,107,11,4,False,15,5,3,140209,2420,3071,3158,6333,6692,1038,3364,8112,8143,8138,8105,8233,8232,5005,5008,5002,Rengar
5067,39,4,12,False,1,8,4,119154,3153,6632,1055,1029,2055,3047,3363,8010,8009,9105,8299,8444,8453,5005,5008,5002,Irelia
5068,202,14,4,False,4,6,5,92128,6671,3009,3036,1037,0,0,3363,8124,8126,8138,8134,8009,8017,5008,5008,5002,Jhin
5069,25,4,7,False,1,10,7,22372,3853,3114,6617,3158,3067,0,3364,8214,8226,8210,8236,8134,8120,5008,5008,5002,Morgana
5070,157,4,12,False,1,5,1,71018,1055,6673,3086,0,0,3006,3340,8010,9111,9104,8299,8453,8473,5005,5008,5003,Yasuo
5071,76,11,4,False,4,5,2,90094,3152,2031,2420,1082,3108,3020,3364,8128,8143,8138,8135,8232,8210,5008,5008,5002,Nidalee
5072,80,14,4,False,5,6,3,54522,2033,6692,3158,3134,3133,0,3364,8005,9111,9105,8014,8345,8352,5008,5008,5003,Pantheon
5073,360,7,4,False,1,3,0,46505,6673,2031,2055,1055,1001,1036,3363,8010,8009,9103,8299,8139,8135,5005,5008,5002,Samira
5074,147,3,4,False,0,1,2,21223,3853,6617,0,2055,3158,0,3364,8465,8463,8473,8451,8304,8347,5007,5008,5002,Seraphine
5075,498,7,4,True,4,1,2,71617,3158,6692,2010,3070,1036,1036,3340,8214,8226,8210,8237,8304,8345,5005,5008,5002,Xayah
5076,9,4,11,True,2,3,7,72244,2031,3020,2423,0,6653,0,3330,8124,8126,8136,8106,8347,8313,5008,5008,5002,Fiddlesticks
5077,104,12,4,True,6,3,3,91865,6673,2031,3047,2055,3072,0,3340,8021,8009,9104,8299,8473,8242,5005,5008,5002,Graves
5078,517,12,4,True,7,3,7,48261,6656,3020,2421,2033,1082,1052,3340,8010,8009,9105,8299,8345,8352,5008,5008,5002,Sylas
5079,117,4,14,True,1,1,6,8759,3851,2065,0,2055,3158,1052,3364,8465,8463,8473,8453,8345,8347,5008,5008,5002,Lulu
5080,59,11,4,False,4,9,10,94535,6630,3053,2055,3111,0,0,3364,8010,9111,9104,8014,8143,8105,5005,5008,5002,JarvanIV
5081,202,4,3,False,17,10,7,93161,3031,6671,2031,3094,6676,3009,3340,8128,8139,8138,8135,8009,9103,5008,5008,5002,Jhin
5082,126,14,4,False,5,11,7,119532,3042,2055,6692,2422,6694,0,3364,8010,8009,9104,8014,8304,8345,5008,5008,5002,Jayce
5083,84,4,14,False,2,15,5,68431,6632,2421,1028,3020,3191,1082,3364,8010,8009,9105,8014,8451,8473,5008,5008,5003,Akali
5084,111,14,4,False,7,8,11,27486,3190,3143,3859,1057,3117,2055,3364,8439,8401,8473,8242,8345,8347,5007,5002,5001,Nautilus
5085,133,4,3,True,9,12,6,84022,6671,3036,3123,3134,0,3006,3364,8005,9111,9103,8017,8232,8210,5005,5008,5002,Quinn
5086,106,11,4,True,9,4,17,151143,3158,4633,3157,1082,0,3115,3364,8124,8126,8138,8135,8234,8232,5008,5008,5002,Volibear
5087,105,14,4,True,20,4,7,117815,1026,3157,3041,3158,6655,3089,3340,8112,8143,8138,8135,8009,9105,5005,5008,5003,Fizz
5088,236,7,4,True,11,9,8,142491,6672,6676,3031,1018,3047,3035,3363,8005,9111,9104,8014,8226,8210,5005,5008,5002,Lucian
5089,267,14,4,True,3,6,25,22354,3853,3222,3158,3916,4005,4642,3364,8112,8126,8138,8106,8009,8014,5007,5008,5002,Nami
5090,67,4,3,False,15,11,3,280480,3006,6673,3026,3153,3124,3033,3340,8005,9101,9104,8017,8139,8135,5005,5008,5003,Vayne
5091,72,4,11,False,3,11,9,149368,6664,2031,3047,3742,1029,4401,3340,8230,8275,8234,8232,8304,8347,5007,5008,5002,Skarner
5092,91,4,14,False,17,15,9,283402,3158,6692,3142,3042,3071,3074,3340,8010,9111,9104,8299,8139,8135,5005,5008,5002,Talon
5093,360,4,3,False,12,17,4,147445,3070,0,0,0,0,0,3363,8010,8009,9103,8014,8139,8135,5005,5008,5002,Samira
5094,40,14,4,False,2,14,18,32319,3009,2065,3157,3504,3853,2055,3364,8229,8226,8234,8237,8139,8105,5008,5008,5002,Janna
5095,106,4,12,True,0,14,19,125780,6662,3071,3105,1029,0,3047,3340,8437,8446,8444,8451,8210,8226,5005,5008,5002,Volibear
5096,141,11,4,True,21,6,25,224231,6630,3026,3053,3047,6333,3071,3364,8010,9111,9105,8299,8143,8135,5005,5008,5002,Kayn
5097,238,14,4,True,13,17,16,198995,6694,6695,3142,3158,3133,6692,3364,8112,8139,8138,8106,8210,8236,5008,5008,5002,Zed
5098,202,4,7,True,27,4,27,277738,3026,6676,6671,3094,3036,3009,3364,8021,8009,9103,8014,8345,8352,5008,5008,5002,Jhin
5099,25,4,14,True,7,8,34,72555,3853,3157,1058,3020,6653,4637,3364,8229,8226,8210,8237,8139,8105,5008,5008,5002,Morgana
5100,106,4,12,False,8,8,5,143720,3053,6632,3111,3075,3105,1029,3340,8005,9111,9105,8299,8210,8226,5005,5008,5002,Volibear
5101,113,11,4,False,14,6,9,212795,4637,4633,3157,3047,1058,4629,3364,8010,9111,9105,8299,8429,8242,5005,5008,5002,Sejuani
5102,38,14,4,False,12,9,11,147359,3158,3157,6655,3040,3100,1052,3340,8021,8009,9105,8014,8139,8106,5008,5008,5003,Kassadin
5103,202,7,4,False,4,10,14,163320,6671,3009,1036,3094,3031,1036,3363,8128,8139,8138,8134,8009,9103,5008,5008,5002,Jhin
5104,267,14,4,False,4,5,19,25989,3158,4005,3011,3504,2055,3853,3364,8214,8226,8210,8237,8009,9105,5008,5002,5002,Nami
5105,98,12,4,True,8,5,14,154001,8001,6630,3111,3075,2055,3082,3340,8437,8401,8473,8453,8126,8106,5008,5008,5001,Shen
5106,91,4,11,True,11,11,13,204127,3158,3142,6692,3071,1036,2055,3364,8124,8126,8136,8134,8321,8347,5005,5008,5002,Talon
5107,134,4,12,True,6,7,16,187422,6655,3040,3157,1058,3020,1058,3363,8214,8226,8210,8237,8345,8347,5005,5008,5003,Syndra
5108,498,4,3,True,10,9,8,174967,6692,3142,3158,3042,6694,0,3363,8214,8226,8210,8236,8009,8014,5005,5008,5002,Xayah
5109,497,4,14,True,3,10,18,25123,3050,2055,3860,2065,3011,3111,3364,8465,8463,8473,8242,8106,8136,5008,5008,5002,Rakan
5110,164,12,14,True,5,1,3,56162,1055,3123,6632,0,3047,1031,3340,8437,8401,8473,8242,8304,8321,5008,5008,5002,Camille
5111,59,11,4,True,3,2,12,86680,3748,3047,3057,1028,2424,0,3364,8437,8463,8429,8242,8347,8313,5005,5008,5002,JarvanIV
5112,63,14,4,True,6,0,2,54053,1056,3020,6655,0,1028,3916,3340,8112,8139,8138,8134,8017,9105,5005,5008,5001,Brand
5113,202,4,1,True,4,0,6,65894,3142,1037,0,0,0,3047,3363,8124,8139,8136,8134,8009,9103,5008,5008,5002,Jhin
5114,37,4,7,True,1,2,9,18829,3853,1001,6617,1004,3070,0,3364,8214,8226,8210,8236,8453,8429,5008,5008,5002,Sona
5115,58,12,4,False,1,5,0,58704,2031,6630,1001,1055,1054,0,3340,8010,9111,9105,8299,8446,8444,5008,5008,5002,Renekton
5116,76,4,11,False,1,4,1,63404,4636,0,1082,0,1001,0,3364,8128,8143,8138,8105,8210,8232,5005,5008,5002,Nidalee
5117,92,4,12,False,1,2,0,46995,2055,2031,6630,1054,1001,1036,3363,8010,9111,9105,8299,8210,8224,5008,5008,5003,Riven
5118,51,7,4,False,1,4,1,44407,6670,2031,1053,3006,1018,0,3340,8005,8009,9103,8017,8275,8236,5005,5008,5002,Caitlyn
5119,412,14,4,False,1,4,1,9750,0,3855,0,3067,3117,1029,3364,8465,8463,8473,8242,8306,8316,5005,5008,5002,Thresh
5120,114,4,12,False,4,7,2,129378,6632,3074,2055,3123,1028,3111,3364,8437,8446,8473,8453,8304,8345,5005,5008,5002,Fiora
5121,238,4,11,False,4,8,6,135237,6693,1001,3142,3133,3035,0,3364,8124,8143,8136,8134,8321,8347,5005,5008,5002,Zed
5122,99,12,4,False,6,4,5,158798,3020,6655,3089,3108,4630,1082,3363,8229,8226,8210,8236,8126,8106,5005,5008,5003,Lux
5123,222,4,1,False,3,7,4,133820,3036,0,0,3085,6673,3006,3363,8008,8009,9103,8017,8233,8236,5005,5008,5002,Jinx
5124,497,14,4,False,1,5,10,12287,2065,1028,3860,3158,3916,0,3364,8124,8126,8138,8134,8347,8321,5007,5008,5002,Rakan
5125,19,4,21,True,2,3,6,72944,0,2031,3123,3158,3110,6632,3340,8437,8446,8444,8242,8299,8009,5005,5008,5002,Warwick
5126,203,4,11,True,13,5,7,227662,3036,6672,3143,3047,0,3091,3364,8010,9111,9104,8014,8136,8135,5005,5008,5002,Kindred
5127,84,12,4,True,3,4,5,128392,0,3152,3157,1054,3165,3020,3364,8021,8009,9105,8299,8242,8444,5008,5008,5003,Akali
5128,202,3,4,True,8,1,2,211885,3026,6671,3031,3094,3009,0,3363,8021,8009,9103,8014,8275,8236,5008,5008,5002,Jhin
5129,711,14,4,True,5,5,9,27941,0,3157,3853,6655,3020,1052,3364,8112,8139,8138,8105,8313,8345,5005,5008,5002,Vex
5130,54,4,12,False,0,6,1,43566,2033,1033,1029,1029,3047,6660,3340,8229,8226,8210,8236,8473,8401,5008,5002,5002,Malphite
5131,238,11,4,False,2,5,2,93895,6693,2031,3133,0,3158,1036,3364,8112,8143,8138,8106,8304,8347,5005,5008,5003,Zed
5132,99,4,12,False,3,5,2,66024,3020,2420,6655,1082,1056,0,3364,8229,8226,8210,8237,8345,8347,5005,5008,5002,Lux
5133,119,4,7,False,4,1,1,79833,6673,6676,3006,0,0,0,3363,8010,9111,9104,8017,8233,8236,5005,5008,5003,Draven
5134,63,14,4,False,2,6,3,19717,3853,3020,3916,0,3108,3802,3364,8128,8126,8138,8106,8009,8017,5008,5008,5003,Brand
5135,24,12,4,True,6,1,2,92178,2033,2422,6632,3153,0,0,3340,8010,9111,9105,8299,8352,8304,5005,5008,5003,Jax
5136,876,4,11,True,5,3,6,99956,3158,3157,2055,2031,6655,0,3364,8124,8126,8136,8134,8234,8232,5005,5008,5002,Lillia
5137,777,12,4,True,8,3,4,105572,1054,3006,6673,3031,1053,0,3340,8010,9111,9104,8299,8451,8429,5005,5008,5001,Yone
5138,147,12,4,True,2,1,6,108837,1056,2031,3040,6653,0,1001,3363,8214,8226,8210,8236,8347,8321,5008,5008,5002,Seraphine
5139,43,14,4,True,2,3,8,12076,0,3853,2065,0,0,3158,3364,8229,8226,8210,8237,8473,8453,5008,5008,5002,Karma
5140,516,12,4,False,0,8,6,121593,3083,3047,7005,3076,1029,1033,3340,8437,8446,8473,8242,8009,9105,5005,5008,5001,Ornn
5141,120,6,11,False,8,7,7,199206,7017,3044,3158,3110,3065,1037,3364,8010,9111,9105,8299,8275,8234,5005,5008,5002,Hecarim
5142,112,4,12,False,9,5,5,177812,7013,1056,1026,3135,3089,3020,3363,8230,8226,8210,8236,8139,8134,5007,5008,5001,Viktor
5143,523,7,4,False,1,9,7,141522,6673,3009,3036,1038,1037,0,3363,8005,8009,9103,8017,8275,8236,5005,5008,5002,Aphelios
5144,143,4,14,False,3,9,6,37698,3853,0,3020,6653,3916,1026,3364,8112,8139,8138,8105,8009,8299,5007,5008,5002,Zyra
5145,75,4,12,True,8,3,2,179767,3193,6632,3065,3067,3082,3111,3340,8230,8226,8210,8232,8304,8410,5007,5003,5002,Nasus
5146,427,11,4,True,4,2,17,422442,6617,3011,4629,1082,3158,0,3364,8214,8275,8210,8232,8138,8105,5007,5008,5001,Ivern
5147,55,14,12,True,10,7,13,129961,4630,3115,3152,1054,3020,3157,3364,8112,8143,8138,8105,9105,9111,5008,5008,5003,Katarina
5148,498,3,4,True,10,3,13,198048,3134,3042,6694,3133,6692,3158,3363,8214,8226,8210,8237,8304,8345,5005,5008,5002,Xayah
5149,432,14,4,True,6,6,20,28201,3111,3853,3107,3190,2055,3011,3364,8465,8463,8429,8453,8136,8134,5005,5003,5002,Bard
5150,266,4,14,True,4,9,11,144350,6630,3047,1011,3026,3076,6333,3363,8010,9111,9105,8299,8473,8242,5008,5008,5002,Aatrox
5151,154,11,4,True,18,4,13,195020,6662,3157,3143,3075,3158,4637,3364,8439,8463,8429,8453,8210,8236,5007,5008,5002,Zac
5152,4,4,12,True,7,11,18,166299,3158,6656,3157,3100,4630,3094,3340,8124,8139,8120,8134,8316,8347,5005,5008,5002,TwistedFate
5153,523,4,3,True,14,7,6,239539,6673,3026,6676,3031,3047,3035,3363,8005,8009,9103,8017,8139,8135,5005,5008,5002,Aphelios
