,champion,spell1,spell2,win,kills,deaths,assists,totalDamageDealt,item0,item1,item2,item3,item4,item5,item6,perk0,perk1,perk2,perk3,perk4,perk5,statPerk0,statPerk1,statPerk2,championName
0,164,4,12,False,3,9,8,159069,1055,3074,1029,6632,6333,3047,3340,8437,8401,8473,8242,8304,8345,5005,5008,5002,Camille
1,104,4,11,False,5,7,9,192049,6673,3031,3047,3036,0,0,3364,8021,9111,9104,8017,8304,8321,5005,5008,5001,Graves
2,103,4,12,False,6,6,12,111848,1058,6656,3158,3157,0,4629,3363,8112,8139,8138,8106,8236,8233,5008,5008,5003,Ahri
3,81,4,3,False,9,5,2,181298,3133,3042,6694,3077,3158,6632,3363,8005,8009,9103,8014,8134,8139,5005,5008,5002,Ezreal
4,37,4,7,False,3,4,12,27799,3853,3158,6617,3070,3011,6616,3364,8214,8226,8234,8236,8120,8134,5008,5008,5002,Sona
5,92,4,12,True,15,7,5,171803,6333,6630,3111,6695,3071,3123,3340,8010,9111,9104,8299,8210,8236,5007,5008,5002,Riven
6,120,14,11,True,5,6,14,201137,6632,3066,3158,6695,3053,1031,3364,8010,9111,9105,8014,8275,8234,5008,5008,5002,Hecarim
7,245,4,12,True,6,7,6,210277,3152,2421,3100,3111,4630,3089,3340,8112,8143,8138,8135,8316,8352,5008,5008,5003,Ekko
8,222,7,4,True,3,3,6,234774,3031,0,3006,3095,3094,6672,3363,8021,8009,9103,8014,8345,8304,5005,5008,5002,Jinx
9,117,4,14,True,2,3,8,21083,3011,3158,2065,0,3853,2055,3364,8214,8226,8210,8236,8347,8345,5008,5008,5002,Lulu
10,114,14,12,True,3,3,5,57105,2031,6630,0,3077,3158,1055,3364,8010,8009,9104,8299,8473,8446,5005,5008,5002,Fiora
11,234,4,11,True,12,3,9,85219,3153,3047,6632,1028,1036,0,3364,8010,9111,9105,8014,8304,8347,5005,5008,5002,Viego
12,268,12,4,True,2,4,8,56773,2033,1082,3020,6655,3108,2055,3363,8229,8226,8233,8237,8139,8134,5005,5008,5003,Azir
13,202,7,4,True,9,2,9,66447,3009,6671,0,6676,2015,0,3363,8124,8139,8138,8134,8345,8352,5008,5008,5002,Jhin
14,111,14,4,True,2,4,10,12306,0,3859,3190,0,3047,2424,3364,8439,8401,8473,8242,8313,8347,5005,5002,5002,Nautilus
15,164,12,14,False,3,4,5,25321,2031,1054,3044,3057,3047,3067,3340,8437,8446,8444,8242,9105,8009,5005,5008,5002,Camille
16,68,4,14,False,6,5,4,40570,1054,3020,3152,3191,1052,0,3340,8230,8275,8210,8237,8139,8135,5008,5008,5003,Rumble
17,141,4,11,False,4,3,7,77660,1028,2031,6630,1036,3158,0,3364,8010,9111,9105,8299,8210,8236,5008,5008,5002,Kayn
18,523,7,4,False,1,7,7,42547,1055,2031,6673,3047,0,0,3340,8008,8009,9103,8014,8453,8473,5005,5008,5002,Aphelios
19,497,14,4,False,2,9,8,9056,3854,3158,3067,3801,4642,0,3364,9923,8126,8136,8106,8473,8242,5005,5008,5002,Rakan
20,27,12,4,True,6,3,21,114035,4630,3116,2065,4637,1028,3047,3363,8124,8139,8138,8105,8234,8232,5008,5008,5001,Singed
21,76,11,4,True,11,2,16,178612,3020,3152,3157,1082,3165,1058,3364,8010,9111,9105,8014,8134,8143,5005,5008,5002,Nidalee
22,7,14,4,True,13,1,11,123931,3157,1082,3135,1058,3020,6655,3364,8112,8139,8138,8135,8226,8210,5005,5008,5002,Leblanc
23,523,4,3,True,7,4,17,146542,6673,6676,3006,3031,3086,1042,3363,8008,9101,9103,8017,8139,8135,5005,5008,5002,Aphelios
24,526,14,4,True,2,11,25,29519,3860,3158,3190,2055,3011,3082,3364,8124,8126,8138,8134,8347,8306,5007,5002,5003,Rell
25,104,12,4,False,7,7,5,153517,6692,6694,3111,3155,3071,0,3363,8021,8009,9103,8017,8304,8345,5005,5008,5003,Graves
26,120,14,11,False,5,8,11,177133,6632,3066,3158,3053,1057,1028,3364,8010,9111,9105,8014,8275,8234,5008,5008,5003,Hecarim
27,246,4,14,False,3,11,6,121731,6693,3142,2033,3158,3133,0,3364,8112,8143,8138,8135,8009,8014,5008,5008,5003,Qiyana
28,37,7,4,False,2,6,16,33635,3853,6617,3040,1052,3057,0,3364,8214,8226,8233,8236,8345,8347,5008,5008,5002,Sona
29,16,4,3,False,4,7,12,42672,2055,3853,3158,6617,3114,3011,3364,8214,8226,8234,8236,8473,8453,5008,5003,5002,Soraka
30,67,6,4,True,4,3,6,93395,3124,1053,3006,6673,1043,1042,3363,8005,9111,9104,8014,8275,8234,5005,5008,5002,Vayne
31,28,11,4,True,10,7,10,147784,3152,0,3089,1052,3041,3020,3363,8112,8143,8138,8106,8304,8347,5008,5008,5002,Evelynn
32,238,14,4,True,13,3,6,155523,6695,6694,3142,1036,3158,6630,3364,8112,8139,8136,8106,8210,8224,5008,5008,5003,Zed
33,523,4,7,True,6,6,12,137263,1038,3006,3036,1018,6673,1036,3363,8008,9101,9104,8017,8233,8236,5005,5008,5002,Aphelios
34,26,14,4,True,1,3,22,35681,3853,3157,2065,1082,1052,3158,3364,8214,8226,8210,8236,8120,8105,5007,5008,5002,Zilean
35,104,12,4,False,5,7,4,132958,3072,6673,2031,3094,0,3047,3364,8021,8009,9104,8299,8345,8352,5005,5008,5002,Graves
36,120,14,11,False,9,4,4,167876,6632,2031,3158,3053,3742,3134,3364,8010,9111,9105,8014,8275,8234,5008,5008,5002,Hecarim
37,103,4,14,False,2,8,4,79265,3020,6656,2033,3157,2055,1052,3363,8112,8139,8138,8106,8232,8226,5005,5008,5002,Ahri
38,36,4,12,False,1,8,12,72070,1028,2055,3143,6662,3047,1054,3340,8021,9111,9105,8299,8444,8453,5008,5008,5002,DrMundo
39,235,3,4,False,5,7,9,51131,3009,6632,3094,2424,6677,3864,3364,8351,8313,8345,8410,8009,9104,5005,5008,5002,Senna
40,164,14,12,True,7,1,7,85286,1055,3123,6632,3111,1037,3074,3340,8437,8401,8444,8242,8345,8410,5005,5008,5002,Camille
41,60,11,4,True,4,5,5,95318,4636,2420,3020,1082,3108,1052,3364,8112,8126,8138,8105,9111,8014,5005,5008,5002,Elise
42,166,4,14,True,7,2,10,106321,6671,2031,1053,3036,1037,3006,3363,8005,8009,9104,8017,8401,8242,5005,5008,5003,Akshan
43,147,4,12,True,5,3,14,73719,3040,2031,2420,3020,0,6653,3363,8214,8226,8210,8236,8106,8126,5008,5008,5001,Seraphine
44,26,14,4,True,6,3,12,36022,3158,2065,1082,3853,4629,0,3364,8214,8226,8210,8236,8106,8120,5008,5008,5002,Zilean
45,98,14,4,False,2,2,4,48610,1054,3047,3067,2055,6664,3114,3363,8437,8401,8444,8453,8106,8126,5008,5008,5002,Shen
46,120,14,11,False,4,7,4,101441,6632,2031,3158,3053,2055,0,3364,8010,9111,9105,8014,8275,8234,5008,5008,5003,Hecarim
47,711,4,12,False,2,7,3,70058,2033,1082,3158,6655,0,0,3363,8112,8139,8138,8106,8345,8352,5005,5008,5002,Vex
48,81,4,1,False,4,7,2,101886,3042,2055,3158,6632,1036,1036,3363,8214,8226,8210,8236,8139,8134,5005,5008,5003,Ezreal
49,350,3,14,False,2,6,8,8781,3011,1082,6617,2055,3853,0,3364,8214,8226,8210,8236,8009,8017,5008,5008,5002,Yuumi
50,223,12,4,True,0,3,15,54735,3075,1033,6662,3047,1028,1054,3363,8360,8304,8345,8410,8444,8453,5005,5002,5002,TahmKench
51,234,4,11,True,5,5,8,155567,3111,1042,1036,3053,1037,6632,3364,8010,9111,9105,8299,8347,8304,5005,5008,5003,Viego
52,245,4,14,True,9,1,4,115743,2033,3152,1058,1082,3100,3111,3340,8112,8143,8138,8135,8233,8236,5008,5008,5003,Ekko
53,99,14,4,True,11,1,14,69610,3853,3041,3135,0,3020,6655,3364,8229,8226,8210,8236,8126,8106,5007,5008,5002,Lux
54,51,3,4,True,14,2,10,172947,6673,2055,3036,3031,3046,3006,3363,8008,8009,9103,8017,8275,8236,5005,5008,5002,Caitlyn
55,150,12,4,False,3,7,2,75146,1055,3091,3009,6632,0,0,3340,8437,8446,8444,8242,8017,9104,5005,5008,5002,Gnar
56,76,11,4,False,1,6,3,83771,3152,2031,2424,3020,3191,0,3364,8128,8143,8138,8134,8347,8313,5005,5008,5002,Nidalee
57,69,4,12,False,5,9,1,115039,3070,6653,3116,4629,0,0,3364,8010,8009,9105,8299,8139,8135,5008,5008,5003,Cassiopeia
58,157,4,3,False,3,8,3,110644,3006,6673,3031,1036,1018,1055,3340,8010,9111,9104,8299,8473,8453,5005,5008,5002,Yasuo
59,111,14,4,False,0,9,4,17088,3047,3859,2055,1028,0,3190,3364,8439,8401,8444,8242,8347,8313,5005,5002,5003,Nautilus
60,111,14,4,False,2,4,9,14889,3859,3190,2055,3009,1033,1028,3364,8439,8401,8473,8242,8306,8347,5007,5003,5001,Nautilus
61,91,4,11,False,8,5,5,107025,3134,3142,6692,1001,1037,1036,3364,8010,9111,9105,8014,8453,8429,5008,5008,5003,Talon
62,90,4,12,False,1,5,3,81563,2055,6653,3158,3916,1082,1056,3364,8124,8139,8138,8134,8226,8232,5005,5008,5002,Malzahar
63,51,1,4,False,1,4,1,70430,1055,6673,3006,3134,0,1083,3363,8021,8009,9103,8014,8275,8236,5005,5008,5003,Caitlyn
64,98,14,4,False,2,4,4,38424,1054,1028,3111,0,6664,3076,3363,8437,8401,8444,8453,8106,8126,5008,5008,5002,Shen
65,10,12,4,True,1,4,8,62648,2033,6673,1082,3086,3006,0,3340,8005,8009,9104,8017,8352,8345,5005,5008,5002,Kayle
66,154,11,4,True,5,3,8,85685,6662,3076,3158,1082,1011,0,3364,8439,8463,8429,8453,9111,9105,5007,5008,5001,Zac
67,246,4,14,True,8,4,4,93414,3158,1036,6693,6695,3035,2055,3364,8112,8143,8138,8135,8009,8014,5008,5008,5003,Qiyana
68,99,12,4,True,5,2,6,89276,6655,3041,4630,3070,1056,3020,3363,8229,8226,8210,8236,8126,8106,5007,5008,5002,Lux
69,37,4,7,True,3,1,12,21575,3853,3504,0,4005,0,0,3364,8214,8226,8210,8236,8453,8429,5008,5008,5002,Sona
70,164,12,14,False,3,7,9,151829,2421,3111,3074,1055,6632,3053,3363,8437,8401,8473,8242,8304,8345,5008,5008,5002,Camille
71,64,11,4,False,9,10,9,194041,3158,3053,2421,6630,1038,6609,3340,8010,9111,9105,8299,8304,8347,5005,5008,5002,LeeSin
72,202,7,4,False,14,2,11,265421,6671,6676,3094,3009,3026,3031,3363,8021,8009,9103,8014,8345,8352,5008,5008,5002,Jhin
73,111,4,14,False,0,10,14,26672,2055,3860,3190,3117,1011,3067,3364,8439,8463,8473,8242,8306,8345,5005,5003,5002,Nautilus
74,3,4,12,False,1,9,15,103720,3157,2055,3152,0,1028,3020,3364,8124,8139,8136,8134,8473,8242,5008,5008,5002,Galio
75,24,14,12,True,11,7,7,186541,3053,2421,3071,3091,3158,6632,3340,8010,9111,9105,8299,8345,8352,5005,5008,5002,Jax
76,9,4,11,True,7,2,20,192329,3157,4628,4629,3020,1082,6653,3330,8112,8126,8138,8106,8313,8347,5008,5008,5002,Fiddlesticks
77,91,4,14,True,4,7,17,123572,0,6630,3142,1055,6333,3111,3364,8010,9111,9105,8299,8242,8429,5008,5008,5003,Talon
78,497,4,3,True,0,5,27,30100,3860,8001,2065,3158,3067,4643,3364,8465,8446,8473,8453,8106,8136,5008,5008,5002,Rakan
79,498,14,4,True,16,6,14,261142,6671,3508,3026,3031,6675,3006,3363,8008,8009,9103,8017,8304,8345,5005,5008,5002,Xayah
80,27,12,4,False,1,2,10,104215,2031,3116,1011,1026,8001,3009,3363,8124,8139,8138,8134,8347,8316,5008,5003,5001,Singed
81,76,11,4,False,9,4,5,161396,3135,3152,3157,3020,0,0,3364,8128,8143,8138,8134,8313,8347,5005,5008,5002,Nidalee
82,91,4,14,False,4,2,8,135879,2031,6630,3133,3047,3035,6609,3364,8010,9111,9105,8299,8139,8135,5008,5008,5002,Talon
83,15,7,4,False,4,4,6,141006,3004,3035,6691,3158,1055,3133,3340,8128,8139,8138,8135,8226,8210,5005,5008,5002,Sivir
84,432,4,3,False,2,5,11,18150,3190,2055,3853,3067,3158,1011,3364,8214,8275,8233,8237,8473,8453,5005,5002,5001,Bard
85,82,4,12,True,1,1,5,161532,1056,1026,4633,4637,3111,1043,3363,8010,9111,9105,8299,8453,8429,5008,5008,5003,Mordekaiser
86,64,11,4,True,6,6,7,150865,6630,3071,0,1037,3111,0,3340,8010,9111,9104,8299,8304,8347,5005,5008,5002,LeeSin
87,39,4,14,True,8,5,4,192384,3153,6333,2420,6632,0,2422,3363,8010,9111,9103,8299,8304,8345,5005,5008,5002,Irelia
88,360,3,4,True,2,5,3,120060,6692,3042,3035,1018,1001,0,3363,9923,8139,8138,8134,8009,9103,5005,5008,5002,Samira
89,40,4,7,True,0,3,14,13122,3114,3158,1082,6617,0,3853,3364,8214,8226,8233,8236,8138,8134,5007,5008,5002,Janna
90,164,14,12,False,6,6,10,108552,6632,2055,3748,3026,3076,3047,3364,8437,8401,8444,8451,8009,9105,5008,5008,5002,Camille
91,104,11,4,False,8,7,11,301464,3140,3142,6673,3031,3036,3047,3363,8021,9111,9104,8299,8304,8321,5005,5008,5002,Graves
92,68,4,14,False,11,11,5,200317,3152,3157,3135,3916,3089,3020,3363,8230,8275,8233,8236,8138,8106,5008,5008,5003,Rumble
93,22,4,7,False,4,5,16,140165,6673,3091,3085,3006,1037,1018,3363,8008,8009,9104,8014,8345,8410,5005,5008,5003,Ashe
94,518,14,4,False,2,11,13,34336,0,2065,3111,3853,4643,3157,3364,8124,8139,8136,8105,8242,8429,5005,5003,5003,Neeko
95,114,12,4,True,13,4,16,208340,6630,3053,3111,6333,3042,3105,3364,8437,8446,8473,8453,8134,8139,5005,5008,5002,Fiora
96,91,4,11,True,11,9,9,221306,3047,3142,3123,6695,3071,6692,3364,8010,9111,9105,8014,8304,8347,5008,5008,5002,Talon
97,142,12,4,True,9,6,13,176937,2033,6656,3157,3165,3158,3135,3363,8214,8226,8233,8237,8345,8352,5005,5008,5003,Zoe
98,115,12,4,True,4,6,14,181972,2055,4628,3158,3916,4637,6653,3363,8229,8226,8210,8236,8009,8017,5008,5008,5001,Ziggs
99,32,4,14,True,3,6,16,26371,3190,3860,3047,2055,3110,1057,3364,8124,8126,8138,8106,8347,8345,5007,5008,5002,Amumu
100,84,12,14,True,4,3,5,26811,1054,2031,4633,3916,0,0,3340,8010,8009,9105,8299,8444,8242,5008,5008,5002,Akali
101,141,4,11,True,2,1,8,102780,3047,1028,6630,0,0,0,3364,8010,9111,9104,8299,8304,8347,5008,5008,5002,Kayn
102,517,4,12,True,10,1,2,69193,1058,1056,6656,1082,3157,3158,3340,8010,8009,9105,8299,8345,8347,5008,5008,5003,Sylas
103,523,7,4,True,10,2,4,83221,6673,3047,6676,1038,1018,2055,3363,8008,9101,9103,8017,8304,8345,5005,5008,5002,Aphelios
104,117,4,3,True,1,3,15,9084,3011,3853,6617,3158,1082,2055,3364,8214,8226,8210,8237,8453,8473,5008,5008,5002,Lulu
105,266,14,4,False,3,5,1,58451,6630,2055,0,6695,1001,0,3340,8010,9111,9105,8299,8444,8453,5008,5008,5003,Aatrox
106,120,6,11,False,3,6,3,73452,3078,2031,3111,1028,2055,0,3364,8010,9111,9105,8299,8429,8453,5005,5008,5001,Hecarim
107,245,14,4,False,1,3,3,31821,1056,1082,3145,1001,1026,1028,3340,8112,8143,8138,8135,8233,8236,5008,5008,5003,Ekko
108,119,4,7,False,0,4,2,34299,3134,1001,2003,3133,1042,3057,3340,9923,8139,8138,8135,9111,9103,5005,5008,5002,Draven
109,555,14,4,False,2,9,3,8655,3854,1001,3179,3134,1036,0,3364,8124,8126,8136,8134,9111,9105,5008,5008,5002,Pyke
110,164,14,12,True,5,2,8,65214,6632,2031,2055,6333,3158,0,3340,8437,8401,8473,8242,8304,8345,5005,5008,5002,Camille
111,120,11,6,True,7,3,6,107138,6632,1028,3047,3044,1037,0,3364,8010,9111,9104,8299,8429,8451,5005,5008,5002,Hecarim
112,3,12,4,True,4,4,8,101504,3158,6656,3157,1056,1082,3916,3363,8124,8139,8138,8134,8347,8316,5008,5008,5003,Galio
113,119,4,1,True,12,3,5,130397,6673,3006,6676,3031,3094,1036,3363,9923,8139,8138,8134,9103,9111,5005,5008,5002,Draven
114,267,4,14,True,3,3,16,21098,3860,3222,2065,2055,3158,1004,3364,8214,8226,8210,8237,8345,8304,5008,5008,5002,Nami
115,58,4,12,False,1,4,3,70713,1055,6630,3047,1037,1036,1028,3340,8010,9111,9104,8299,8473,8242,5008,5008,5002,Renekton
116,107,11,4,False,5,4,1,98615,6692,3158,0,0,3142,0,3364,8112,8143,8138,8105,9104,8014,5005,5008,5002,Rengar
117,245,4,12,False,3,5,4,92246,1082,3152,2033,3020,1026,1052,3340,8124,8143,8138,8134,8347,8345,5008,5008,5003,Ekko
118,51,7,4,False,1,9,5,65519,6672,3006,1042,2055,0,0,3363,8021,9101,9104,8017,8345,8347,5005,5008,5002,Caitlyn
119,99,3,4,False,3,9,2,30148,2031,3853,6655,0,0,3020,3364,8229,8226,8210,8237,8139,8106,5008,5008,5002,Lux
120,777,12,4,True,9,5,6,219522,3072,6333,6673,0,0,3006,3363,8010,9101,9104,8299,8444,8453,5005,5008,5002,Yone
121,58,4,14,True,8,4,3,153744,3020,6692,3036,0,3100,3123,3363,8005,9111,9104,8017,8139,8135,5005,5008,5002,Renekton
122,238,11,4,True,16,7,4,169254,3142,6609,3158,6692,3133,1036,3364,8112,8143,8138,8134,8210,8232,5005,5008,5002,Zed
123,119,3,4,True,7,2,6,137258,6673,3031,6676,3006,3035,1018,3363,9923,8139,8138,8135,9111,9103,5005,5008,5002,Draven
124,350,7,14,True,0,2,21,7983,3853,6617,3011,1082,3114,1052,3364,8214,8226,8210,8236,8009,8017,5008,5008,5002,Yuumi
125,23,6,4,False,4,9,2,125056,1054,6672,3046,3006,1018,1037,3340,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
126,107,11,4,False,4,12,4,110354,0,2055,3142,6691,0,3047,3364,8112,8143,8138,8105,9104,8014,5005,5008,5002,Rengar
127,517,4,12,False,2,7,7,99216,6656,2033,3157,3047,1052,1056,3364,8124,8143,8138,8135,8345,8347,5008,5008,5002,Sylas
128,202,7,4,False,8,5,4,135212,3009,6671,6676,3094,3123,0,3363,8124,8139,8138,8134,8345,8352,5008,5008,5002,Jhin
129,235,3,4,False,2,7,7,42322,3143,3190,3864,2055,3123,3047,3364,8351,8304,8345,8410,8429,8453,5005,5008,5001,Senna
130,126,4,12,False,1,10,1,105546,3133,3042,0,3158,1036,6692,3363,8010,8009,9104,8017,8304,8345,5008,5008,5003,Jayce
131,11,4,11,False,7,5,2,142932,6691,2055,3158,1018,6676,3035,3364,9923,8143,8138,8135,9111,9105,5005,5008,5002,MasterYi
132,127,4,14,False,2,1,4,112937,1082,3152,2033,3020,4628,2055,3364,8112,8139,8138,8106,8345,8352,5005,5008,5002,Lissandra
133,134,4,12,False,1,4,5,111332,3070,6655,3020,1082,3135,0,3363,8229,8226,8233,8236,8138,8106,5008,5002,5002,Syndra
134,117,7,4,False,0,7,6,11999,2065,3114,3853,1052,0,3158,3364,8465,8463,8473,8453,8347,8345,5005,5008,5002,Lulu
135,516,4,12,True,1,2,12,115962,1033,3075,3047,7004,1011,1054,3340,8360,8304,8345,8347,8451,8429,5005,5002,5002,Ornn
136,234,11,4,True,9,2,3,209198,6672,3091,2055,3053,3111,0,3364,8010,9111,9105,8014,8304,8347,5005,5008,5002,Viego
137,85,12,4,True,7,0,8,113065,3020,2424,3041,3152,1058,3102,3340,8124,8139,8138,8134,8313,8347,5008,5008,5003,Kennen
138,202,1,4,True,4,5,8,154516,3009,6671,6676,2015,3086,0,3363,8124,8139,8138,8134,8345,8352,5008,5008,5003,Jhin
139,235,7,4,True,6,2,13,28111,3107,7019,3864,4643,3123,3111,3364,8351,8304,8345,8410,8429,8453,5005,5008,5001,Senna
140,78,4,12,True,6,1,6,109314,2033,0,3111,4401,6632,3076,3364,8437,8401,8473,8451,8345,8352,5005,5008,5002,Poppy
141,141,4,11,True,9,2,8,138156,3158,6630,1036,3053,1037,1036,3364,8010,9111,9105,8299,8135,8143,5005,5008,5002,Kayn
142,136,14,4,True,2,1,8,87494,6656,2421,2033,3020,1082,3108,3363,8112,8139,8138,8105,8345,8352,5005,5008,5001,AurelionSol
143,235,4,7,True,6,3,7,59654,1055,6632,3094,1033,3009,0,3340,8351,8304,8345,8347,8009,9104,5008,5008,5002,Senna
144,3,14,4,True,2,3,8,22582,3859,3190,2055,3076,0,3111,3364,8439,8463,8473,8242,8275,8234,5007,5002,5002,Galio
145,240,12,4,False,0,5,2,63133,1054,3068,2031,3047,1028,1029,3340,8437,8446,8444,8242,9111,8299,5008,5008,5002,Kled
146,79,11,4,False,4,5,1,112553,3157,3020,3152,1052,0,0,3364,8124,8126,8136,8134,8313,8347,5008,5008,5002,Gragas
147,157,4,14,False,3,4,5,104011,3006,6673,3033,2031,1055,0,3364,8010,9111,9104,8014,8444,8242,5005,5008,5003,Yasuo
148,134,7,4,False,2,5,7,92491,1056,3040,6655,3020,0,0,3363,8229,8226,8233,8237,8345,8347,5005,5008,5003,Syndra
149,412,14,4,False,1,6,7,17993,3857,2065,3158,1029,1028,0,3364,8439,8463,8429,8242,8345,8352,5005,5003,5002,Thresh
150,24,12,4,False,6,6,2,163575,2033,2420,3053,3071,3158,6632,3340,8010,9111,9105,8299,8345,8352,5005,5008,5002,Jax
151,64,11,4,False,6,13,4,161341,6630,2055,3071,3111,3133,1037,3340,8010,9111,9105,8299,8304,8347,5005,5008,5002,LeeSin
152,101,4,21,False,0,9,9,127773,6653,1082,4628,3020,0,0,3363,8229,8226,8233,8237,8139,8106,5005,5008,5002,Xerath
153,81,4,7,False,8,7,6,161925,3158,3042,3078,3110,6694,0,3363,8010,8009,9103,8017,8139,8134,5005,5008,5002,Ezreal
154,37,4,3,False,1,7,17,28611,3853,6616,2055,3158,3070,6617,3364,8214,8226,8210,8236,8453,8429,5007,5008,5002,Sona
155,72,4,12,True,0,5,14,94627,3110,3158,3076,6662,3067,1028,3340,8437,8401,8444,8451,8210,8226,5007,5003,5001,Skarner
156,876,4,11,True,17,5,13,301303,6653,4637,4629,3020,3165,3089,3364,8010,9111,9105,8299,8304,8347,5007,5008,5001,Lillia
157,238,14,4,True,8,4,8,129352,3814,6693,6694,3047,3134,0,3364,8112,8139,8138,8106,8210,8237,5008,5008,5003,Zed
158,202,7,4,True,13,4,12,179593,3094,2420,3031,6671,3036,3009,3363,8128,8139,8138,8105,8236,8210,5005,5008,5002,Jhin
159,53,4,14,True,4,3,14,29668,3190,3860,3117,3075,2055,0,3364,8439,8463,8429,8451,8226,8232,5007,5002,5002,Blitzcrank
160,164,14,12,True,18,2,9,127314,6333,3053,3111,3082,6632,3123,3364,8437,8401,8444,8242,8304,8345,5008,5008,5003,Camille
161,104,4,11,True,7,0,15,187211,3111,2031,3142,6676,6673,0,3364,8021,9111,9104,8014,8304,8347,5005,5008,5003,Graves
162,91,4,14,True,11,2,7,115740,3067,6630,3142,3111,1031,3133,3364,8010,9111,9105,8299,8242,8429,5008,5008,5003,Talon
163,115,12,4,True,4,3,8,114921,1056,0,3158,3040,6653,0,3363,8229,8226,8233,8236,8345,8347,5005,5008,5002,Ziggs
164,53,4,14,True,1,6,12,20159,3190,3860,3117,1011,0,0,3364,8439,8463,8429,8451,8226,8232,5007,5003,5002,Blitzcrank
165,19,4,21,False,2,13,1,61926,1054,6632,3047,1011,3077,0,3340,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
166,33,11,4,False,4,7,6,72980,2031,3047,3075,6662,0,0,3364,8124,8126,8138,8134,9111,9104,5005,5002,5002,Rammus
167,99,12,4,False,0,11,5,96280,2031,6655,0,1056,3020,3145,3363,8229,8226,8210,8237,8345,8347,5005,5008,5002,Lux
168,498,4,3,False,7,6,2,113911,3035,6671,0,3006,3094,3508,3363,8008,8009,9103,8014,8139,8135,5005,5008,5001,Xayah
169,432,14,4,False,0,4,10,15501,3190,3853,2031,3067,3158,2055,3364,8465,8463,8473,8453,8136,8105,5005,5008,5002,Bard
170,19,4,21,True,9,4,9,126564,0,3748,3047,1037,6632,3044,3340,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
171,245,4,11,True,17,4,12,199158,3152,3089,4630,3041,3100,3020,3364,8010,9111,9105,8014,8134,8143,5005,5008,5002,Ekko
172,18,4,7,True,13,7,5,152802,1055,6672,3072,3031,3047,1042,3363,8005,9111,9104,8014,8473,8451,5005,5008,5003,Tristana
173,498,1,4,True,6,6,6,121364,6692,3006,3042,3134,2055,0,3363,8214,8226,8233,8236,8345,8347,5005,5008,5002,Xayah
174,53,4,14,True,2,7,23,18859,3190,3860,3117,3075,0,0,3364,8439,8463,8429,8451,8226,8232,5007,5002,5002,Blitzcrank
175,164,12,14,False,2,10,3,86129,6632,3074,1033,0,1054,2422,3340,8437,8401,8444,8451,8304,8345,5005,5008,5002,Camille
176,64,4,11,False,10,9,4,100298,0,6630,3047,3071,1033,3053,3340,8010,9111,9105,8299,8304,8347,5005,5008,5003,LeeSin
177,69,4,3,False,6,11,3,92137,4629,1082,1011,6653,3916,1052,3363,8010,8009,9105,8014,8429,8451,5008,5008,5002,Cassiopeia
178,51,4,7,False,5,8,8,121819,6671,3095,3006,1038,3086,2015,3363,8021,8009,9103,8014,8345,8347,5005,5008,5002,Caitlyn
179,99,14,4,False,5,9,9,38900,2055,3853,3020,1052,6655,3011,3364,8229,8226,8233,8236,8126,8120,5008,5008,5003,Lux
180,150,12,4,True,3,2,1,50796,3047,6632,0,0,0,1055,3340,8437,8446,8473,8451,8139,8135,5005,5008,5002,Gnar
181,427,11,4,True,6,0,5,226868,3117,2031,3041,4642,1028,0,3364,8214,8275,8210,8236,8321,8347,5007,5008,5001,Ivern
182,18,4,7,True,5,1,2,97209,1055,6672,2055,3047,1038,1036,3363,8005,9111,9104,8014,8473,8451,5005,5008,5002,Tristana
183,236,3,4,True,3,0,2,54549,1055,2031,3078,3133,2422,2055,3340,8005,8009,9103,8014,8345,8304,5005,5008,5002,Lucian
184,53,4,14,True,0,0,4,12414,3117,3859,3067,1033,0,0,3364,8439,8463,8429,8451,8226,8232,5007,5002,5002,Blitzcrank
185,164,4,12,False,2,4,0,32076,0,2031,0,0,6632,2422,3340,8437,8401,8444,8242,8304,8345,5005,5008,5002,Camille
186,30,3,11,False,0,5,0,49799,3086,1001,1036,1036,1042,0,3364,8128,8126,8138,8106,8233,8236,5008,5008,5002,Karthus
187,19,4,21,False,1,5,0,31259,3748,0,1054,0,1001,0,3340,8437,8446,8444,8453,8009,8299,5005,5002,5002,Warwick
188,157,3,4,False,0,2,0,40628,3006,2031,1042,0,1055,1018,3340,8010,9111,9104,8299,8444,8453,5005,5008,5002,Yasuo
189,497,14,4,False,0,1,2,8819,3117,3859,3067,1052,0,0,3364,8465,8463,8473,8242,8136,8106,5008,5008,5002,Rakan
190,74,14,4,False,5,16,8,184944,3135,3916,3089,3152,2421,3020,3340,8112,8139,8138,8106,8233,8236,5008,5008,5002,Heimerdinger
191,104,4,11,False,9,7,11,284149,3026,3031,8001,3036,3047,6673,3364,8021,8009,9104,8014,8304,8347,5008,5008,5002,Graves
192,18,7,4,False,12,5,3,384683,3036,6672,3157,3046,3072,3031,3363,8005,9111,9104,8014,8473,8451,5005,5008,5003,Tristana
193,99,4,7,False,1,7,13,217015,1056,3157,6655,3020,4628,4630,3364,8229,8226,8210,8237,8126,8106,5008,5008,5002,Lux
